,Network 1,Network 2,Mean Coeff,σ Coeff
R_33pr-L_V7,Frontoparietal,Visual2,-0.0,0.0
L_IFJp-L_VMV1,Frontoparietal,Visual2,0.0,0.0
R_p47r-L_FFC,Frontoparietal,Visual2,0.0,0.0
R_p47r-L_V8,Frontoparietal,Visual2,0.0,0.0
R_33pr-L_V3B,Frontoparietal,Visual2,0.0,0.0
L_AVI-PUTAMEN_LEFT,Frontoparietal,subcortex,-0.18,0.17
R_IFSp-PUTAMEN_RIGHT,Frontoparietal,subcortex,-0.11,0.1
L_a47r-PUTAMEN_RIGHT,Frontoparietal,subcortex,-0.05,0.05
L_13l-AMYGDALA_RIGHT,Frontoparietal,subcortex,-0.04,0.04
R_OFC-CEREBELLUM_LEFT,Frontoparietal,subcortex,0.02,0.04
L_a47r-AMYGDALA_RIGHT,Frontoparietal,subcortex,-0.01,0.02
L_a47r-PALLIDUM_LEFT,Frontoparietal,subcortex,-0.0,0.01
R_44-R_9-46d,Frontoparietal,subcortex,-0.0,0.0
R_a47r-R_p9-46v,Frontoparietal,subcortex,-0.0,0.01
L_8C-L_i6-8,Frontoparietal,subcortex,-0.0,0.01
L_7Pm-L_i6-8,Frontoparietal,subcortex,0.0,0.0
L_IFJp-L_i6-8,Frontoparietal,subcortex,-0.0,0.0
L_7Pm-L_s6-8,Frontoparietal,subcortex,0.0,0.0
L_a47r-AMYGDALA_LEFT,Frontoparietal,subcortex,0.0,0.0
L_PSL-L_LBelt,Language,Auditory,-0.01,0.02
L_STV-L_RI,Language,Auditory,-0.01,0.01
L_STV-L_LBelt,Language,Auditory,-0.0,0.0
L_PSL-L_RI,Language,Auditory,-0.0,0.0
L_STSda-L_PFop,Language,Cingulo-Opercular,0.07,0.09
L_45-L_43,Language,Cingulo-Opercular,0.02,0.02
L_STV-L_FOP5,Language,Cingulo-Opercular,-0.01,0.03
L_PSL-L_p32pr,Language,Cingulo-Opercular,-0.01,0.02
R_45-L_p24pr,Language,Cingulo-Opercular,-0.01,0.02
R_TGv-L_43,Language,Cingulo-Opercular,-0.01,0.02
L_STV-L_a32pr,Language,Cingulo-Opercular,-0.01,0.01
R_45-L_a32pr,Language,Cingulo-Opercular,0.01,0.01
R_45-R_46,Language,Cingulo-Opercular,-0.01,0.01
R_45-L_PFop,Language,Cingulo-Opercular,0.01,0.01
L_SFL-L_p32pr,Language,Cingulo-Opercular,-0.0,0.01
L_STV-L_a24pr,Language,Cingulo-Opercular,0.0,0.01
R_45-R_MI,Language,Cingulo-Opercular,0.0,0.01
R_TGv-L_PFop,Language,Cingulo-Opercular,-0.0,0.01
R_TPOJ1-R_FOP5,Language,Cingulo-Opercular,-0.0,0.01
R_TGv-L_PFcm,Language,Cingulo-Opercular,-0.0,0.0
R_SFL-L_a24pr,Language,Cingulo-Opercular,-0.0,0.01
L_STV-L_p24pr,Language,Cingulo-Opercular,-0.0,0.01
R_SFL-L_p32pr,Language,Cingulo-Opercular,-0.0,0.0
L_PSL-L_a24pr,Language,Cingulo-Opercular,-0.0,0.01
R_45-R_PFcm,Language,Cingulo-Opercular,-0.0,0.0
R_45-L_a24pr,Language,Cingulo-Opercular,-0.0,0.0
R_45-L_p32pr,Language,Cingulo-Opercular,-0.0,0.0
R_55b-L_p32pr,Language,Cingulo-Opercular,0.0,0.0
R_IFJa-L_p24pr,Language,Cingulo-Opercular,-0.0,0.0
R_IFJa-L_33pr,Language,Cingulo-Opercular,0.0,0.0
L_TPOJ1-L_FOP5,Language,Cingulo-Opercular,-0.0,0.0
L_TPOJ1-L_a32pr,Language,Cingulo-Opercular,-0.0,0.0
R_55b-L_p24pr,Language,Cingulo-Opercular,-0.0,0.0
R_45-R_PFop,Language,Cingulo-Opercular,0.0,0.0
R_45-L_33pr,Language,Cingulo-Opercular,0.0,0.0
R_IFJa-L_p32pr,Language,Cingulo-Opercular,0.0,0.0
L_45-L_PFop,Language,Cingulo-Opercular,0.0,0.0
R_TPOJ1-R_PFop,Language,Cingulo-Opercular,-0.0,0.0
R_IFJa-L_a24pr,Language,Cingulo-Opercular,0.0,0.0
R_55b-L_a24pr,Language,Cingulo-Opercular,-0.0,0.0
R_55b-L_33pr,Language,Cingulo-Opercular,-0.0,0.0
L_STV-L_p32pr,Language,Cingulo-Opercular,0.0,0.0
R_TPOJ1-L_10pp,Language,Default,0.14,0.13
R_A5-R_PGi,Language,Default,0.06,0.16
R_A5-R_PGs,Language,Default,0.05,0.13
R_TPOJ1-R_PGi,Language,Default,0.04,0.04
L_STSda-L_s32,Language,Default,-0.04,0.08
R_45-R_s32,Language,Default,-0.04,0.06
L_55b-L_s32,Language,Default,-0.04,0.05
R_STGa-R_s32,Language,Default,-0.03,0.04
R_45-R_TE1a,Language,Default,0.03,0.03
L_TPOJ1-L_TE1m,Language,Default,-0.02,0.05
L_55b-L_8Av,Language,Default,-0.01,0.02
R_TGv-L_s32,Language,Default,0.01,0.03
L_TPOJ1-L_PHA2,Language,Default,-0.01,0.03
R_TGv-L_10d,Language,Default,0.01,0.01
L_PSL-L_EC,Language,Default,0.01,0.02
R_45-R_STSvp,Language,Default,0.01,0.02
R_45-R_STSda,Language,Default,0.01,0.02
R_TGv-L_47m,Language,Default,-0.01,0.02
L_A5-L_TGd,Language,Default,0.01,0.02
R_55b-L_23d,Language,Default,0.01,0.02
R_STGa-L_s32,Language,Default,0.01,0.01
R_IFJa-R_s32,Language,Default,-0.01,0.01
R_TGv-L_7m,Language,Default,-0.01,0.01
R_45-R_PGs,Language,Default,-0.01,0.01
L_55b-L_31pd,Language,Default,0.01,0.02
R_A5-L_47m,Language,Default,-0.01,0.01
R_STGa-R_PGi,Language,Default,0.0,0.01
L_45-L_PGi,Language,Default,-0.0,0.01
R_55b-L_47l,Language,Default,-0.0,0.01
R_TGv-L_31pd,Language,Default,-0.0,0.01
R_45-L_47s,Language,Default,-0.0,0.01
L_TPOJ1-L_s32,Language,Default,-0.0,0.01
L_STV-L_TE1m,Language,Default,-0.0,0.01
L_STV-L_TGd,Language,Default,0.0,0.01
R_45-L_25,Language,Default,-0.0,0.01
R_TGv-L_TE1a,Language,Default,-0.0,0.02
R_45-L_s32,Language,Default,0.0,0.01
R_45-L_H,Language,Default,0.0,0.01
L_PSL-L_TE1m,Language,Default,-0.0,0.01
R_45-R_47s,Language,Default,0.0,0.0
L_A5-L_25,Language,Default,-0.0,0.0
R_TGv-L_PGs,Language,Default,-0.0,0.01
R_45-L_TE1m,Language,Default,0.0,0.0
L_45-L_PGs,Language,Default,-0.0,0.0
L_PSL-L_47m,Language,Default,-0.0,0.0
L_STV-L_s32,Language,Default,0.0,0.01
L_STV-L_47l,Language,Default,-0.0,0.0
L_PSL-L_TGd,Language,Default,0.0,0.01
L_STV-L_H,Language,Default,-0.0,0.0
R_45-R_25,Language,Default,-0.0,0.0
R_SFL-L_PGs,Language,Default,-0.0,0.0
L_TPOJ1-L_25,Language,Default,-0.0,0.0
L_STV-L_47s,Language,Default,0.0,0.0
L_55b-L_POS1,Language,Default,0.0,0.0
R_TGv-L_PGi,Language,Default,-0.0,0.0
L_STV-L_47m,Language,Default,0.0,0.0
L_PSL-L_47s,Language,Default,-0.0,0.0
R_TGv-L_47s,Language,Default,-0.0,0.0
R_45-L_PHA2,Language,Default,0.0,0.0
L_45-L_TE1a,Language,Default,0.0,0.0
L_45-L_47s,Language,Default,0.0,0.0
L_SFL-L_PGs,Language,Default,-0.0,0.0
R_45-R_PGi,Language,Default,-0.0,0.0
L_55b-L_v23ab,Language,Default,-0.0,0.0
L_44-L_s32,Language,Default,-0.0,0.0
L_45-L_s32,Language,Default,-0.0,0.0
R_A5-L_s32,Language,Default,-0.0,0.0
R_45-L_LIPd,Language,Dorsal_Attention,0.01,0.01
R_45-R_PGp,Language,Dorsal_Attention,-0.0,0.0
L_45-L_PGp,Language,Dorsal_Attention,-0.0,0.0
L_55b-L_6a,Language,Dorsal_Attention,-0.0,0.0
R_55b-L_7PL,Language,Dorsal_Attention,0.0,0.0
R_45-R_TE2p,Language,Dorsal_Attention,0.0,0.0
R_45-L_PEF,Language,Dorsal_Attention,-0.0,0.0
L_44-L_13l,Language,Frontoparietal,0.19,0.16
R_IFJa-R_OFC,Language,Frontoparietal,-0.06,0.08
L_45-L_13l,Language,Frontoparietal,0.04,0.04
R_TGv-L_a47r,Language,Frontoparietal,-0.04,0.04
R_55b-R_OFC,Language,Frontoparietal,-0.02,0.03
R_TGv-L_7Pm,Language,Frontoparietal,-0.02,0.03
L_STV-L_AVI,Language,Frontoparietal,-0.02,0.02
R_A5-L_a47r,Language,Frontoparietal,-0.01,0.01
R_STGa-L_a47r,Language,Frontoparietal,-0.01,0.01
L_45-L_a47r,Language,Frontoparietal,0.01,0.01
R_TGv-L_POS2,Language,Frontoparietal,-0.01,0.01
L_PSL-L_AVI,Language,Frontoparietal,-0.01,0.01
R_55b-L_AVI,Language,Frontoparietal,-0.0,0.01
R_45-L_a47r,Language,Frontoparietal,-0.0,0.01
R_A5-R_TE1m,Language,Frontoparietal,-0.0,0.0
R_45-L_AVI,Language,Frontoparietal,-0.0,0.0
L_STV-L_p47r,Language,Frontoparietal,-0.0,0.01
L_55b-L_POS2,Language,Frontoparietal,-0.0,0.0
R_45-L_8C,Language,Frontoparietal,-0.0,0.0
L_STV-L_IFJp,Language,Frontoparietal,0.0,0.0
L_SFL-L_7Pm,Language,Frontoparietal,-0.0,0.0
R_TGv-L_A5,Language,Language,-0.06,0.06
R_A5-R_TPOJ1,Language,Language,0.02,0.03
R_TGv-L_TPOJ1,Language,Language,-0.0,0.01
R_TGv-L_STV,Language,Language,-0.0,0.0
R_45-L_55b,Language,Language,0.0,0.0
R_TGv-L_PSL,Language,Language,0.0,0.0
L_45-L_TPOJ1,Language,Language,-0.0,0.0
R_55b-L_pOFC,Language,Orbito-Affective,0.07,0.13
R_SFL-L_pOFC,Language,Orbito-Affective,0.07,0.11
L_A5-L_pOFC,Language,Orbito-Affective,-0.01,0.01
L_TPOJ1-L_pOFC,Language,Orbito-Affective,-0.01,0.01
R_55b-L_AAIC,Language,Orbito-Affective,-0.01,0.01
R_45-R_AAIC,Language,Orbito-Affective,0.0,0.0
L_PSL-L_pOFC,Language,Orbito-Affective,-0.0,0.0
R_A5-R_TPOJ3,Language,Posterior_Multimodal,0.03,0.05
R_STGa-R_TPOJ3,Language,Posterior_Multimodal,0.0,0.0
R_45-R_TPOJ3,Language,Posterior_Multimodal,0.0,0.0
R_TGv-L_OP1,Language,Somatomotor,-0.03,0.03
R_TGv-L_5L,Language,Somatomotor,0.03,0.04
L_55b-L_3a,Language,Somatomotor,-0.02,0.03
R_A5-L_7AL,Language,Somatomotor,0.01,0.01
R_TGv-L_7AL,Language,Somatomotor,0.0,0.01
L_PSL-L_24dv,Language,Somatomotor,-0.0,0.01
R_45-R_FOP2,Language,Somatomotor,0.0,0.0
R_45-L_6v,Language,Somatomotor,0.0,0.01
L_STV-L_6v,Language,Somatomotor,-0.0,0.01
R_45-L_24dv,Language,Somatomotor,-0.0,0.0
R_55b-L_24dd,Language,Somatomotor,0.0,0.0
R_55b-L_24dv,Language,Somatomotor,0.0,0.0
L_45-L_OP4,Language,Somatomotor,-0.0,0.0
R_45-L_3a,Language,Somatomotor,-0.0,0.0
L_STV-L_24dv,Language,Somatomotor,0.0,0.0
R_IFJa-L_24dv,Language,Somatomotor,0.0,0.0
R_TPOJ1-L_PeEc,Language,Ventral_Multimodal,-0.01,0.02
R_45-R_DVT,Language,Visual1,0.0,0.0
R_TGv-L_V3B,Language,Visual2,-0.01,0.02
R_IFJa-R_VMV3,Language,Visual2,-0.0,0.0
L_55b-L_V7,Language,Visual2,0.0,0.0
R_45-R_VMV3,Language,Visual2,0.0,0.0
R_45-L_V8,Language,Visual2,-0.0,0.0
R_55b-R_V4t,Language,Visual2,-0.0,0.0
R_45-R_V3CD,Language,Visual2,0.0,0.0
R_55b-R_VMV3,Language,Visual2,0.0,0.0
L_55b-THALAMUS_RIGHT,Language,subcortex,0.07,0.06
R_TGv-BRAIN_STEM,Language,subcortex,-0.05,0.04
L_STSdp-HIPPOCAMPUS_LEFT,Language,subcortex,-0.0,0.0
R_45-R_9-46d,Language,subcortex,-0.0,0.0
L_55b-L_i6-8,Language,subcortex,-0.0,0.0
R_pOFC-L_23c,Orbito-Affective,Cingulo-Opercular,0.08,0.09
R_pOFC-L_PF,Orbito-Affective,Cingulo-Opercular,0.01,0.01
L_AAIC-L_PFop,Orbito-Affective,Cingulo-Opercular,0.01,0.01
R_AAIC-R_PFop,Orbito-Affective,Cingulo-Opercular,0.01,0.01
R_AAIC-L_a32pr,Orbito-Affective,Cingulo-Opercular,0.01,0.01
R_AAIC-L_a24pr,Orbito-Affective,Cingulo-Opercular,-0.01,0.01
L_Pir-L_PFop,Orbito-Affective,Cingulo-Opercular,0.01,0.01
R_Pir-L_p32pr,Orbito-Affective,Cingulo-Opercular,-0.01,0.01
R_pOFC-L_PFop,Orbito-Affective,Cingulo-Opercular,0.0,0.01
R_Pir-L_p24pr,Orbito-Affective,Cingulo-Opercular,-0.0,0.01
R_Pir-R_PFop,Orbito-Affective,Cingulo-Opercular,0.0,0.01
R_AAIC-L_p32pr,Orbito-Affective,Cingulo-Opercular,-0.0,0.0
R_Pir-L_a24pr,Orbito-Affective,Cingulo-Opercular,-0.0,0.0
R_AAIC-L_p24pr,Orbito-Affective,Cingulo-Opercular,-0.0,0.0
R_Pir-L_PFop,Orbito-Affective,Cingulo-Opercular,-0.0,0.0
L_AAIC-L_PF,Orbito-Affective,Cingulo-Opercular,-0.0,0.0
R_AAIC-L_PFop,Orbito-Affective,Cingulo-Opercular,-0.0,0.0
L_Pir-L_PF,Orbito-Affective,Cingulo-Opercular,-0.0,0.0
R_AAIC-L_PF,Orbito-Affective,Cingulo-Opercular,-0.0,0.0
R_Pir-L_PFcm,Orbito-Affective,Cingulo-Opercular,-0.0,0.0
R_AAIC-L_33pr,Orbito-Affective,Cingulo-Opercular,-0.0,0.0
R_Pir-L_PF,Orbito-Affective,Cingulo-Opercular,-0.0,0.0
R_AAIC-L_s32,Orbito-Affective,Default,0.06,0.05
R_Pir-R_STSda,Orbito-Affective,Default,0.03,0.06
R_AAIC-L_25,Orbito-Affective,Default,0.02,0.02
R_Pir-R_STSvp,Orbito-Affective,Default,0.02,0.03
R_pOFC-L_s32,Orbito-Affective,Default,-0.02,0.02
R_Pir-L_s32,Orbito-Affective,Default,0.02,0.02
L_Pir-L_s32,Orbito-Affective,Default,-0.01,0.02
R_AAIC-R_s32,Orbito-Affective,Default,-0.01,0.02
R_Pir-L_TE1m,Orbito-Affective,Default,0.01,0.02
L_AAIC-L_s32,Orbito-Affective,Default,-0.01,0.01
R_Pir-R_s32,Orbito-Affective,Default,-0.01,0.01
R_Pir-L_25,Orbito-Affective,Default,0.0,0.01
R_Pir-R_TE1a,Orbito-Affective,Default,0.0,0.01
R_AAIC-L_TE1m,Orbito-Affective,Default,0.0,0.01
R_AAIC-L_H,Orbito-Affective,Default,0.0,0.01
R_AAIC-L_TGd,Orbito-Affective,Default,-0.0,0.01
L_AAIC-L_STSvp,Orbito-Affective,Default,0.0,0.0
L_Pir-L_STSvp,Orbito-Affective,Default,0.0,0.0
L_AAIC-L_25,Orbito-Affective,Default,0.0,0.0
R_AAIC-L_47s,Orbito-Affective,Default,-0.0,0.0
L_AAIC-L_PGs,Orbito-Affective,Default,-0.0,0.0
L_Pir-L_PGi,Orbito-Affective,Default,-0.0,0.0
R_Pir-L_TE1a,Orbito-Affective,Default,0.0,0.0
R_Pir-R_PGi,Orbito-Affective,Default,0.0,0.0
R_Pir-R_25,Orbito-Affective,Default,-0.0,0.0
R_AAIC-R_TE1a,Orbito-Affective,Default,0.0,0.0
L_Pir-L_TE1a,Orbito-Affective,Default,-0.0,0.01
L_AAIC-L_TE1a,Orbito-Affective,Default,-0.0,0.0
R_AAIC-R_PGi,Orbito-Affective,Default,0.0,0.0
R_AAIC-R_STSvp,Orbito-Affective,Default,0.0,0.0
L_AAIC-L_PGi,Orbito-Affective,Default,-0.0,0.0
R_AAIC-R_TGd,Orbito-Affective,Default,-0.0,0.01
R_AAIC-R_25,Orbito-Affective,Default,-0.0,0.0
R_Pir-L_PGi,Orbito-Affective,Default,0.0,0.0
R_Pir-L_47m,Orbito-Affective,Default,-0.0,0.0
R_AAIC-L_PGi,Orbito-Affective,Default,-0.0,0.0
R_AAIC-L_47m,Orbito-Affective,Default,0.0,0.0
R_Pir-L_PGs,Orbito-Affective,Default,-0.0,0.01
R_AAIC-L_LIPd,Orbito-Affective,Dorsal_Attention,0.05,0.06
R_Pir-L_LIPd,Orbito-Affective,Dorsal_Attention,0.05,0.06
R_pOFC-L_PEF,Orbito-Affective,Dorsal_Attention,0.02,0.03
R_AAIC-R_PGp,Orbito-Affective,Dorsal_Attention,-0.0,0.0
L_AAIC-L_PFt,Orbito-Affective,Dorsal_Attention,0.0,0.0
R_AAIC-R_TE2p,Orbito-Affective,Dorsal_Attention,-0.0,0.0
R_Pir-R_TE2p,Orbito-Affective,Dorsal_Attention,-0.0,0.0
L_AAIC-L_PGp,Orbito-Affective,Dorsal_Attention,-0.0,0.0
R_Pir-L_a47r,Orbito-Affective,Frontoparietal,-0.02,0.02
R_AAIC-L_a47r,Orbito-Affective,Frontoparietal,-0.01,0.01
L_AAIC-L_A5,Orbito-Affective,Language,0.0,0.01
L_AAIC-L_TPOJ1,Orbito-Affective,Language,0.0,0.01
R_AAIC-L_TPOJ1,Orbito-Affective,Language,-0.0,0.0
L_Pir-L_TPOJ1,Orbito-Affective,Language,0.0,0.01
R_Pir-R_TGv,Orbito-Affective,Language,0.0,0.0
L_AAIC-L_TPOJ3,Orbito-Affective,Posterior_Multimodal,-0.0,0.0
R_Pir-R_TPOJ3,Orbito-Affective,Posterior_Multimodal,0.0,0.0
R_AAIC-R_TPOJ3,Orbito-Affective,Posterior_Multimodal,0.0,0.0
R_Pir-R_Ig,Orbito-Affective,Somatomotor,0.03,0.04
R_pOFC-L_OP1,Orbito-Affective,Somatomotor,0.02,0.02
R_Pir-L_3a,Orbito-Affective,Somatomotor,-0.0,0.01
R_Pir-L_24dv,Orbito-Affective,Somatomotor,-0.0,0.0
R_Pir-L_6v,Orbito-Affective,Somatomotor,0.0,0.0
R_AAIC-L_6v,Orbito-Affective,Somatomotor,0.0,0.0
R_AAIC-L_24dv,Orbito-Affective,Somatomotor,-0.0,0.0
R_Pir-R_PeEc,Orbito-Affective,Ventral_Multimodal,0.0,0.01
L_AAIC-L_VMV1,Orbito-Affective,Visual2,0.01,0.01
L_AAIC-L_LO3,Orbito-Affective,Visual2,-0.0,0.0
R_STV-R_PBelt,Posterior_Multimodal,Auditory,0.01,0.02
R_STV-L_RI,Posterior_Multimodal,Auditory,0.01,0.02
R_STV-R_TA2,Posterior_Multimodal,Auditory,0.01,0.01
R_STV-R_43,Posterior_Multimodal,Cingulo-Opercular,0.01,0.02
R_PCV-L_p32pr,Posterior_Multimodal,Cingulo-Opercular,0.01,0.02
R_STV-R_PFcm,Posterior_Multimodal,Cingulo-Opercular,0.01,0.01
L_PCV-L_p32pr,Posterior_Multimodal,Cingulo-Opercular,0.0,0.02
L_TPOJ3-L_FOP5,Posterior_Multimodal,Cingulo-Opercular,-0.0,0.01
R_STV-R_FOP5,Posterior_Multimodal,Cingulo-Opercular,0.0,0.01
L_TPOJ3-L_a32pr,Posterior_Multimodal,Cingulo-Opercular,-0.0,0.01
R_TPOJ3-R_FOP5,Posterior_Multimodal,Cingulo-Opercular,0.0,0.0
R_STV-R_FOP1,Posterior_Multimodal,Cingulo-Opercular,0.0,0.0
R_STV-R_FOP3,Posterior_Multimodal,Cingulo-Opercular,-0.0,0.0
L_PCV-L_a24pr,Posterior_Multimodal,Cingulo-Opercular,-0.0,0.0
L_TPOJ2-L_a32pr,Posterior_Multimodal,Cingulo-Opercular,-0.0,0.0
R_STV-R_FOP4,Posterior_Multimodal,Cingulo-Opercular,0.0,0.0
R_STV-R_6r,Posterior_Multimodal,Cingulo-Opercular,-0.0,0.0
R_TPOJ3-R_PI,Posterior_Multimodal,Cingulo-Opercular,0.0,0.0
R_STV-R_PoI2,Posterior_Multimodal,Cingulo-Opercular,0.0,0.0
R_STV-R_MI,Posterior_Multimodal,Cingulo-Opercular,-0.0,0.0
R_STV-L_47m,Posterior_Multimodal,Default,-0.05,0.11
R_PCV-R_EC,Posterior_Multimodal,Default,-0.04,0.05
L_TPOJ2-L_TE1m,Posterior_Multimodal,Default,-0.03,0.03
R_STV-L_TGd,Posterior_Multimodal,Default,-0.03,0.06
R_STV-R_47s,Posterior_Multimodal,Default,0.02,0.06
L_PCV-L_s32,Posterior_Multimodal,Default,-0.02,0.02
R_STV-L_47l,Posterior_Multimodal,Default,-0.01,0.02
R_STV-L_47s,Posterior_Multimodal,Default,-0.01,0.01
R_TPOJ3-L_47m,Posterior_Multimodal,Default,-0.01,0.01
R_STV-R_25,Posterior_Multimodal,Default,-0.0,0.01
L_PCV-L_H,Posterior_Multimodal,Default,-0.0,0.01
L_TPOJ2-L_PHA2,Posterior_Multimodal,Default,0.0,0.01
R_TPOJ3-L_TGd,Posterior_Multimodal,Default,-0.0,0.01
R_STV-L_25,Posterior_Multimodal,Default,0.0,0.01
R_TPOJ3-L_s32,Posterior_Multimodal,Default,0.0,0.0
R_STV-R_47l,Posterior_Multimodal,Default,0.0,0.0
R_TPOJ3-L_EC,Posterior_Multimodal,Default,-0.0,0.0
R_STV-L_s32,Posterior_Multimodal,Default,0.0,0.0
L_PCV-L_PHA2,Posterior_Multimodal,Default,0.0,0.0
R_STV-R_47m,Posterior_Multimodal,Default,0.0,0.0
R_STV-R_TGd,Posterior_Multimodal,Default,-0.0,0.01
R_TPOJ3-L_25,Posterior_Multimodal,Default,-0.0,0.0
R_PCV-R_TE2p,Posterior_Multimodal,Dorsal_Attention,-0.01,0.03
R_STV-L_AVI,Posterior_Multimodal,Frontoparietal,-0.0,0.01
R_STV-R_AVI,Posterior_Multimodal,Frontoparietal,0.0,0.01
R_TPOJ3-L_AVI,Posterior_Multimodal,Frontoparietal,-0.0,0.01
R_TPOJ3-R_p47r,Posterior_Multimodal,Frontoparietal,0.0,0.0
R_STV-R_a47r,Posterior_Multimodal,Frontoparietal,0.0,0.0
R_STV-R_p47r,Posterior_Multimodal,Frontoparietal,0.0,0.0
R_TPOJ3-L_POS2,Posterior_Multimodal,Frontoparietal,0.0,0.0
R_STV-R_44,Posterior_Multimodal,Frontoparietal,-0.0,0.0
R_STV-R_A5,Posterior_Multimodal,Language,0.03,0.04
R_STV-R_STGa,Posterior_Multimodal,Language,0.01,0.01
R_STV-L_45,Posterior_Multimodal,Language,-0.0,0.01
R_STV-R_45,Posterior_Multimodal,Language,-0.0,0.0
R_PCV-R_Pir,Posterior_Multimodal,Orbito-Affective,-0.03,0.03
R_STV-L_AAIC,Posterior_Multimodal,Orbito-Affective,-0.0,0.01
R_STV-R_Pir,Posterior_Multimodal,Orbito-Affective,0.0,0.01
R_STV-L_Pir,Posterior_Multimodal,Orbito-Affective,-0.0,0.01
R_STV-R_AAIC,Posterior_Multimodal,Orbito-Affective,0.0,0.0
R_PCV-L_6v,Posterior_Multimodal,Somatomotor,0.0,0.01
R_STV-R_FOP2,Posterior_Multimodal,Somatomotor,-0.0,0.0
R_PCV-R_PeEc,Posterior_Multimodal,Ventral_Multimodal,-0.02,0.03
R_STV-L_PeEc,Posterior_Multimodal,Ventral_Multimodal,-0.0,0.01
R_TPOJ3-L_PeEc,Posterior_Multimodal,Ventral_Multimodal,-0.0,0.0
R_STV-R_PeEc,Posterior_Multimodal,Ventral_Multimodal,0.0,0.0
L_PCV-L_VMV2,Posterior_Multimodal,Visual2,-0.0,0.0
L_PCV-PALLIDUM_LEFT,Posterior_Multimodal,subcortex,-0.14,0.13
R_PCV-AMYGDALA_RIGHT,Posterior_Multimodal,subcortex,-0.11,0.12
L_PCV-HIPPOCAMPUS_LEFT,Posterior_Multimodal,subcortex,-0.01,0.02
R_TPOJ3-PUTAMEN_RIGHT,Posterior_Multimodal,subcortex,0.0,0.0
R_STV-PUTAMEN_RIGHT,Posterior_Multimodal,subcortex,0.0,0.0
L_OP1-L_RI,Somatomotor,Auditory,-0.03,0.06
R_FOP2-L_RI,Somatomotor,Auditory,0.02,0.03
L_OP4-L_RI,Somatomotor,Auditory,-0.01,0.02
R_6v-L_LBelt,Somatomotor,Auditory,0.01,0.03
R_OP4-L_RI,Somatomotor,Auditory,0.01,0.01
L_OP4-L_LBelt,Somatomotor,Auditory,-0.0,0.01
R_FOP2-L_LBelt,Somatomotor,Auditory,0.0,0.01
R_7PC-L_43,Somatomotor,Cingulo-Opercular,0.15,0.16
R_FOP2-L_23c,Somatomotor,Cingulo-Opercular,-0.08,0.05
R_FOP2-L_p24pr,Somatomotor,Cingulo-Opercular,-0.03,0.03
R_1-L_a24pr,Somatomotor,Cingulo-Opercular,-0.02,0.03
R_FOP2-L_a24pr,Somatomotor,Cingulo-Opercular,-0.02,0.04
L_24dv-L_PF,Somatomotor,Cingulo-Opercular,-0.02,0.04
R_6v-L_SCEF,Somatomotor,Cingulo-Opercular,0.02,0.04
R_Ig-L_p24pr,Somatomotor,Cingulo-Opercular,-0.01,0.02
R_7PC-R_MI,Somatomotor,Cingulo-Opercular,-0.01,0.01
L_5L-L_43,Somatomotor,Cingulo-Opercular,-0.01,0.02
R_5L-L_46,Somatomotor,Cingulo-Opercular,-0.01,0.01
R_7PC-L_PFop,Somatomotor,Cingulo-Opercular,0.01,0.01
L_24dv-L_43,Somatomotor,Cingulo-Opercular,0.01,0.01
R_24dv-L_p24pr,Somatomotor,Cingulo-Opercular,-0.01,0.02
L_7AL-L_a24pr,Somatomotor,Cingulo-Opercular,-0.01,0.01
R_Ig-R_FOP5,Somatomotor,Cingulo-Opercular,0.01,0.01
R_3a-L_PoI2,Somatomotor,Cingulo-Opercular,-0.01,0.01
R_FOP2-R_PFop,Somatomotor,Cingulo-Opercular,0.01,0.01
L_5L-L_6r,Somatomotor,Cingulo-Opercular,-0.01,0.01
R_7PC-R_PFop,Somatomotor,Cingulo-Opercular,-0.01,0.01
L_5L-L_MI,Somatomotor,Cingulo-Opercular,-0.01,0.01
L_5L-L_a24pr,Somatomotor,Cingulo-Opercular,-0.01,0.01
R_Ig-L_FOP5,Somatomotor,Cingulo-Opercular,-0.01,0.01
L_24dv-L_46,Somatomotor,Cingulo-Opercular,-0.0,0.01
R_FOP2-L_33pr,Somatomotor,Cingulo-Opercular,-0.0,0.01
L_OP1-L_FOP5,Somatomotor,Cingulo-Opercular,0.0,0.01
R_FOP2-R_FOP5,Somatomotor,Cingulo-Opercular,0.0,0.0
R_6v-L_FOP3,Somatomotor,Cingulo-Opercular,0.0,0.01
R_6v-L_MI,Somatomotor,Cingulo-Opercular,0.0,0.01
R_FOP2-L_SCEF,Somatomotor,Cingulo-Opercular,0.0,0.0
L_5L-L_p32pr,Somatomotor,Cingulo-Opercular,-0.0,0.0
R_24dv-L_p32pr,Somatomotor,Cingulo-Opercular,-0.0,0.0
R_FOP2-L_a32pr,Somatomotor,Cingulo-Opercular,0.0,0.0
R_FOP2-L_p32pr,Somatomotor,Cingulo-Opercular,-0.0,0.0
R_6v-L_FOP4,Somatomotor,Cingulo-Opercular,0.0,0.01
R_24dv-L_a32pr,Somatomotor,Cingulo-Opercular,0.0,0.0
R_6v-L_FOP5,Somatomotor,Cingulo-Opercular,0.0,0.01
R_FOP2-L_FOP4,Somatomotor,Cingulo-Opercular,0.0,0.0
R_FOP2-L_FOP5,Somatomotor,Cingulo-Opercular,0.0,0.0
L_6d-L_6r,Somatomotor,Cingulo-Opercular,-0.0,0.01
